"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","3710","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","4015","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","4224","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530410","1.1.6.41","4281","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1139","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","900","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","797","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1057","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1214","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1040","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1030","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1316","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Lone-parent households with no additional persons","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530411","1.1.6.42","1349","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","63835","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","68767","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","68843","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","77678","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","72441","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","77690","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","74352","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","77577","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530412","1.1.7.1","88128","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","50313","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","53729","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","54015","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","60775","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","56017","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","60831","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Other households with related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530413","1.1.7.2","59013","","","","0"
